Gender,Age,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,CH2O,FAF,TUE,CALC,outlier_flag
0,16,0,1,1,1,2,2,0,1,2,0
0,25,1,1,3,3,2,1,0,0,2,0
0,19,0,1,2,1,2,1,0,2,3,0
1,22,1,1,2,3,2,2,0,0,2,0
1,23,1,1,3,2,2,2,0,0,2,0
1,19,1,1,2,1,2,2,0,0,3,0
1,23,1,1,1,3,2,2,0,0,2,0
0,19,1,1,1,1,2,2,3,0,3,1
1,31,1,1,2,1,2,2,1,0,2,0
1,18,0,1,2,3,2,1,1,1,2,0
0,27,1,1,2,3,1,2,1,1,3,0
1,38,1,1,2,2,2,1,0,0,2,1
0,22,1,1,3,3,1,2,2,0,3,0
1,17,1,1,2,4,2,2,2,0,3,0
0,29,0,1,2,1,2,2,0,0,3,0
0,19,0,1,3,1,2,3,1,0,2,0
0,18,1,1,2,3,2,1,0,0,3,0
1,26,1,1,3,3,2,2,2,1,2,0
0,25,1,1,3,3,2,1,0,0,2,0
1,19,1,1,2,3,2,2,2,0,2,0
1,21,1,1,2,2,2,2,2,1,3,0
1,56,1,0,2,3,2,2,1,0,1,1
1,20,0,1,2,3,2,2,1,0,2,0
1,22,1,1,1,2,2,1,0,1,2,0
0,20,1,0,2,3,2,1,1,1,3,0
0,16,0,1,2,3,2,2,2,1,2,0
0,22,1,1,3,3,2,1,0,0,2,0
1,18,1,1,1,3,2,1,0,1,2,0
0,18,0,1,2,3,2,2,1,0,3,0
1,18,0,1,2,4,2,2,2,1,2,0
1,18,1,1,2,3,2,2,0,2,2,0
0,18,1,1,3,3,2,2,1,0,2,0
0,21,1,1,3,3,2,1,1,0,2,0
0,22,1,1,3,3,2,2,0,0,2,0
1,24,1,1,1,2,2,2,1,0,2,0
0,22,0,0,2,1,1,1,0,0,3,0
0,21,1,1,2,1,2,3,1,1,3,0
0,30,1,0,2,2,2,1,0,0,3,0
0,18,1,1,3,3,2,2,1,0,3,0
1,21,1,1,2,3,1,2,2,1,2,0
1,26,1,1,2,3,2,3,0,0,2,0
1,27,1,1,2,1,2,1,1,0,2,0
1,27,1,1,2,1,2,1,1,0,2,0
1,30,1,1,1,3,2,2,0,0,2,0
1,19,1,1,2,3,2,2,3,0,2,1
0,25,1,1,3,3,2,2,0,0,2,0
0,19,0,1,1,3,2,1,2,1,2,0
1,30,1,1,2,3,2,1,0,0,2,0
0,19,0,1,2,1,1,1,0,0,2,0
1,25,1,1,1,3,2,2,1,0,2,0
0,28,1,0,2,1,2,1,0,0,3,0
0,21,1,1,3,3,2,1,0,0,2,0
0,18,1,1,2,3,2,1,0,0,3,0
0,16,1,1,2,1,2,2,0,1,3,0
0,21,1,1,3,3,2,1,1,0,2,0
1,17,0,0,2,3,2,3,2,1,2,0
1,28,1,1,2,3,2,1,1,0,2,0
1,18,1,1,2,2,2,2,0,0,3,0
1,25,1,1,2,3,2,2,1,0,2,0
1,25,1,0,3,3,2,3,2,0,2,0
1,21,1,1,2,1,1,2,1,2,0,0
0,25,1,1,3,3,2,1,0,0,2,0
0,18,1,1,2,1,0,2,1,0,2,0
0,25,1,1,3,3,2,2,0,0,2,0
0,39,1,1,2,2,2,1,0,0,3,1
1,32,1,0,3,3,2,3,0,2,3,0
0,21,0,1,2,3,2,1,1,0,2,0
1,31,1,1,2,3,2,2,0,1,2,0
1,21,0,1,1,3,3,2,0,0,2,0
1,34,1,1,2,2,2,2,1,0,2,0
0,22,1,1,2,1,2,2,0,1,3,0
0,19,0,1,3,1,2,2,0,1,3,0
0,25,1,1,3,3,2,1,0,0,2,0
0,26,1,1,3,3,2,2,0,0,2,0
0,22,1,1,3,3,1,1,0,0,3,0
0,18,1,1,3,3,2,2,1,0,2,0
1,18,1,1,2,3,2,2,0,1,2,0
0,26,1,1,3,3,2,2,0,0,2,0
0,22,1,1,2,1,2,2,0,2,2,0
1,55,1,1,2,3,2,2,1,0,3,1
1,24,1,1,1,3,2,1,0,0,3,0
1,24,1,1,1,3,2,2,1,0,2,0
0,25,1,1,3,3,2,1,0,0,2,0
0,22,1,1,2,1,2,2,1,1,3,0
0,21,1,1,3,3,2,1,1,0,2,0
0,18,1,1,2,1,2,1,0,1,3,0
1,24,1,1,2,3,2,1,1,0,3,0
1,20,1,0,3,3,2,1,2,1,2,0
1,22,1,1,2,2,2,1,0,0,2,0
1,22,1,1,2,2,2,1,0,1,2,0
1,25,1,1,2,3,2,2,1,0,2,0
1,34,1,1,2,2,2,2,2,0,3,0
0,32,1,1,2,1,2,1,0,0,2,0
1,29,1,1,2,3,2,1,1,0,2,0
0,21,1,1,3,3,2,1,1,0,2,0
0,18,1,1,2,1,2,1,0,1,3,0
1,21,0,1,1,2,3,2,0,0,2,0
0,38,1,1,2,1,0,2,0,0,2,1
0,25,1,1,3,3,2,2,0,0,2,0
0,26,1,1,3,3,2,2,0,0,2,0
1,22,1,1,2,3,2,2,2,0,2,0
0,21,1,0,2,1,2,1,0,0,3,0
0,18,1,1,2,3,2,1,1,0,2,0
0,18,1,1,3,3,2,2,1,0,2,0
0,22,1,1,3,4,1,2,1,0,2,0
1,20,1,1,2,3,2,1,0,0,3,0
0,23,1,1,2,1,2,2,0,0,3,0
0,20,1,1,3,3,2,2,1,0,2,0
0,18,0,1,1,3,2,1,0,1,2,0
0,25,1,1,3,3,2,1,0,0,2,0
1,23,1,1,1,3,2,2,1,0,2,0
1,24,1,1,2,3,2,2,0,1,2,0
0,23,1,0,3,3,3,2,2,1,3,0
0,30,1,1,3,3,2,2,2,0,2,0
0,26,1,0,3,3,2,3,0,0,3,0
1,22,1,1,1,2,2,1,0,1,2,0
1,30,1,0,2,3,3,2,1,0,2,0
0,26,1,1,3,3,2,2,0,0,2,0
1,37,1,1,2,2,2,1,0,0,2,1
1,21,1,1,1,1,2,2,0,0,2,0
0,18,1,1,3,3,2,2,1,0,2,0
1,24,1,1,3,3,2,2,1,1,1,0
1,34,1,1,2,3,2,2,1,0,3,0
0,26,1,1,3,3,2,2,0,0,2,0
0,34,1,1,2,1,2,1,0,0,3,0
1,23,0,0,3,3,3,2,2,1,2,0
1,31,1,1,2,3,2,1,0,1,2,0
0,26,1,1,2,1,2,2,0,2,2,0
1,29,1,1,2,2,2,2,1,0,2,0
1,21,0,1,2,1,3,2,0,0,2,0
0,20,1,1,3,3,2,1,1,0,2,0
0,18,0,1,2,2,2,1,0,1,2,0
1,24,1,1,2,2,2,2,1,0,2,0
0,25,1,1,3,3,2,2,0,0,2,0
0,34,1,1,2,3,1,1,0,0,3,0
1,17,0,1,3,3,0,2,3,1,2,1
0,26,1,1,3,3,2,2,0,0,2,0
1,24,1,1,2,2,2,2,1,0,2,0
1,18,0,1,2,3,2,2,1,1,2,0
1,30,1,1,2,3,2,2,1,0,2,0
0,23,1,1,2,2,2,2,2,0,3,0
0,40,1,1,2,1,2,1,1,0,2,1
1,25,1,1,2,1,2,2,2,1,2,0
0,18,0,0,3,4,1,2,1,1,3,0
0,18,1,1,3,3,2,2,1,0,2,0
0,20,0,0,3,2,1,1,0,0,2,0
1,23,1,1,2,2,2,1,1,1,2,0
0,21,1,1,3,3,2,1,1,0,2,0
0,32,1,1,3,3,1,2,1,0,3,0
0,21,1,1,3,3,2,1,1,0,2,0
1,19,1,1,2,3,2,2,2,0,2,0
1,21,1,1,3,3,2,3,2,1,2,0
1,30,1,1,2,3,2,2,0,1,2,0
0,25,1,1,3,3,2,1,0,0,2,0
0,37,1,1,2,3,2,1,0,0,3,1
0,24,0,0,3,3,1,2,2,2,1,0
0,21,1,1,3,3,2,1,1,0,2,0
0,18,1,1,2,3,2,1,1,0,3,0
1,27,1,1,3,1,1,2,2,1,2,0
0,23,0,1,2,2,2,2,1,1,2,0
0,20,1,1,3,3,2,1,0,0,2,0
0,21,0,1,3,1,1,1,0,0,2,0
1,30,1,1,2,2,2,1,0,0,3,0
1,20,1,1,2,3,2,2,2,0,3,0
1,17,1,0,2,3,2,1,2,1,2,0
1,19,1,1,2,3,2,3,1,1,2,0
1,39,1,0,2,3,2,3,1,0,1,1
0,23,1,1,2,3,2,2,0,1,2,0
1,22,1,1,2,3,2,2,2,1,3,0
1,18,1,1,1,3,2,1,0,1,2,0
0,34,0,1,3,1,2,1,0,0,2,0
0,41,0,1,2,3,2,2,3,0,2,1
1,20,1,1,2,1,2,1,0,1,3,0
1,32,1,1,2,2,2,2,1,0,2,0
1,41,1,1,2,3,2,2,0,0,2,1
1,30,1,1,2,3,2,2,0,0,2,0
0,33,1,1,2,2,2,1,0,0,2,0
0,25,1,1,3,3,2,1,0,0,2,0
1,18,0,0,3,3,2,2,1,1,2,0
1,19,1,0,2,3,1,2,1,0,3,0
0,21,1,1,3,3,2,2,1,0,2,0
1,18,1,0,2,3,2,2,0,0,3,0
1,21,1,0,3,4,1,1,1,0,3,0
1,39,1,1,2,1,2,1,0,0,3,1
0,26,1,1,3,3,2,1,0,1,2,0
1,23,1,1,2,3,2,2,0,0,2,0
0,29,1,1,2,3,2,1,1,0,2,0
0,20,0,1,3,3,2,3,0,1,2,0
0,40,1,1,2,3,2,1,0,0,2,1
1,30,1,1,2,3,2,2,0,0,2,0
0,26,1,1,3,3,2,2,0,0,2,0
1,18,1,1,2,3,2,2,2,1,3,0
1,24,1,1,2,1,2,1,1,1,3,0
0,21,1,1,3,3,2,1,1,0,2,0
1,23,1,1,2,2,2,2,0,0,2,0
1,22,1,1,2,2,2,1,1,0,2,0
1,23,1,1,2,3,2,3,3,2,3,1
0,18,1,1,3,1,2,1,0,2,3,0
0,25,1,1,3,3,2,1,0,0,2,0
1,30,1,1,2,3,2,2,1,1,2,0
1,21,1,1,2,3,2,1,1,0,2,0
1,38,1,1,2,2,2,1,0,0,2,1
0,21,1,1,2,3,2,3,1,0,2,0
0,19,0,1,3,1,1,1,0,0,2,0
0,21,1,0,3,3,2,3,3,0,2,1
0,18,1,1,2,4,1,2,1,0,2,0
0,16,0,1,2,3,2,2,2,1,2,0
0,38,1,1,3,3,2,2,0,0,3,1
0,17,0,1,1,1,2,2,0,1,2,0
1,30,1,1,2,3,2,2,1,1,2,0
1,26,1,1,2,3,2,2,0,0,2,0
0,21,1,1,3,3,2,2,0,0,2,0
0,18,1,1,3,3,2,1,0,1,3,0
0,18,1,1,2,3,2,1,0,1,3,0
0,25,1,1,3,3,2,1,0,0,2,0
1,24,1,1,3,2,2,1,1,0,3,0
1,22,1,1,2,2,2,3,0,1,3,0
0,26,1,1,3,3,2,2,0,0,2,0
0,18,1,1,3,3,1,1,1,2,3,0
1,34,1,0,2,3,2,2,1,0,2,0
0,18,1,1,3,3,2,2,1,0,2,0
1,19,1,1,2,3,2,2,2,0,2,0
1,25,1,1,2,3,2,2,1,0,2,0
1,18,1,1,2,1,2,2,1,1,3,0
0,26,1,1,3,3,2,2,0,0,2,0
1,29,1,1,2,3,2,1,1,0,2,0
1,24,1,1,1,3,2,2,1,0,2,0
0,22,1,1,2,2,2,2,0,1,3,0
0,25,1,1,3,3,2,1,0,0,2,0
0,21,0,1,3,1,1,1,0,0,2,0
0,26,1,1,3,3,2,2,0,0,2,0
1,18,1,1,2,1,2,2,1,1,3,0
0,26,1,1,3,3,2,2,0,0,2,0
0,21,1,1,3,3,2,1,1,0,2,0
1,36,1,1,2,2,2,1,1,0,3,1
1,18,0,1,3,4,2,2,1,1,3,0
0,22,1,1,2,3,1,1,0,1,3,0
0,22,1,1,1,2,2,2,2,0,3,0
1,21,1,1,2,3,2,3,0,1,2,0
0,18,0,1,1,3,2,1,0,1,2,0
0,26,1,1,2,1,2,1,0,0,2,0
1,38,1,1,2,2,2,2,2,0,1,1
1,25,1,1,1,3,2,2,1,0,2,0
0,19,1,1,2,1,2,3,1,1,3,0
0,16,0,1,2,3,2,2,2,1,2,0
0,19,0,0,2,2,1,1,1,0,2,0
0,40,1,1,2,3,2,2,0,0,3,1
0,23,1,1,2,1,2,2,0,0,3,0
0,21,1,1,2,1,2,3,1,1,3,0
1,20,1,1,2,3,2,1,0,0,2,0
0,25,1,1,3,3,2,2,0,0,2,0
1,20,1,1,2,3,2,1,0,0,3,0
1,28,1,1,2,2,2,2,1,1,2,0
1,20,1,1,2,3,2,2,2,0,3,0
1,41,1,1,2,2,2,1,0,0,2,1
1,24,1,1,2,2,2,1,1,0,3,0
1,17,1,1,2,3,2,2,1,0,3,0
0,20,1,1,3,3,2,1,1,0,2,0
0,20,1,1,3,3,2,1,1,0,2,0
0,20,1,1,3,3,2,1,1,0,2,0
1,28,1,1,2,3,2,2,0,1,2,0
0,25,1,1,3,3,2,2,0,0,2,0
1,29,0,1,3,3,2,1,2,0,3,0
0,21,1,1,2,3,1,2,2,0,3,0
0,26,1,1,2,2,2,2,0,0,1,0
0,26,1,1,3,3,2,1,0,0,2,0
1,18,0,1,2,3,2,2,0,1,2,0
0,22,1,1,2,3,1,1,0,1,3,0
0,19,0,0,2,1,1,1,1,0,2,0
0,25,1,1,3,3,2,2,0,0,2,0
1,37,1,1,2,1,2,2,1,0,2,1
0,37,1,1,2,3,2,2,0,0,2,1
1,40,1,1,2,2,2,1,0,0,3,1
0,21,1,1,3,3,2,2,1,0,2,0
0,33,1,1,3,2,2,1,1,0,3,0
0,20,0,1,3,2,1,1,0,0,2,0
0,34,1,1,2,3,2,2,0,1,3,0
0,19,0,0,2,3,1,1,2,1,2,0
1,30,1,1,2,2,2,1,1,0,2,0
1,31,1,1,2,3,2,2,0,0,2,0
1,21,1,1,2,3,2,1,0,0,2,0
0,18,1,1,3,3,2,2,0,0,2,0
1,37,1,1,2,1,2,2,2,0,2,1
0,36,1,1,2,3,2,1,0,2,3,1
1,23,1,1,2,2,2,2,1,0,2,0
0,18,1,1,3,3,2,2,1,0,2,0
1,26,1,0,3,1,1,2,2,0,1,0
0,25,1,0,2,1,2,1,0,0,3,0
0,16,0,1,3,3,2,2,2,1,2,0
0,37,1,1,2,2,2,1,1,0,2,1
1,18,1,1,1,3,2,1,0,1,2,0
0,30,1,1,2,3,2,1,0,0,2,0
1,30,1,1,2,2,2,1,1,0,3,0
1,24,1,1,1,3,2,2,0,0,2,0
0,37,1,1,2,2,2,1,1,0,2,1
0,20,1,1,2,3,2,1,1,0,2,0
1,26,1,1,2,3,2,2,1,0,2,0
0,24,1,1,3,3,2,2,0,0,2,0
0,34,1,1,3,1,2,2,0,0,3,0
1,19,1,1,2,3,1,2,2,0,3,0
1,18,0,0,3,3,1,3,2,2,3,0
0,17,1,1,3,2,2,2,0,1,2,0
0,35,1,0,3,2,2,1,0,0,2,0
1,20,0,1,2,4,1,3,0,0,3,0
1,21,1,1,3,1,2,2,2,0,2,0
0,23,1,1,3,3,2,2,1,0,2,0
0,40,1,1,2,1,2,1,1,0,2,1
0,34,1,1,2,1,2,1,0,0,3,0
1,24,1,1,2,1,2,1,0,1,3,0
1,18,1,1,1,3,2,1,0,1,2,0
1,18,1,1,2,2,2,2,0,0,3,0
0,24,1,1,3,3,2,2,1,0,2,0
0,23,0,0,2,2,1,2,0,0,3,0
1,30,1,1,2,3,2,2,1,1,2,0
0,17,1,1,1,1,2,1,0,1,3,0
1,26,1,1,2,3,2,2,0,0,2,0
0,19,0,1,1,3,2,1,2,1,2,0
0,25,1,1,3,3,2,1,0,1,2,0
0,18,0,1,1,3,2,1,2,1,2,0
0,21,0,0,3,1,1,1,0,0,2,0
1,26,0,1,2,2,2,2,2,0,3,0
1,26,1,1,2,3,2,2,1,0,2,0
1,24,1,1,2,1,2,1,0,0,3,0
1,33,0,0,2,3,2,2,3,1,2,1
0,21,1,1,3,3,2,2,0,0,2,0
0,20,1,0,2,3,2,1,0,1,3,0
1,24,1,1,1,2,2,2,0,0,2,0
1,21,1,1,2,3,2,2,1,0,2,0
1,22,1,1,2,3,2,3,1,1,2,0
0,19,1,1,3,3,2,1,0,0,2,0
0,23,1,0,3,1,2,3,1,2,2,0
1,30,1,1,3,3,2,1,2,0,2,0
1,21,1,1,2,2,2,2,2,0,2,0
0,21,1,1,2,3,2,2,1,0,2,0
0,42,1,1,2,3,2,1,0,1,3,1
1,20,1,1,3,4,2,3,2,0,2,0
1,30,1,1,2,3,2,2,0,1,3,0
1,20,1,1,2,1,2,1,0,0,3,0
1,18,0,1,3,3,1,1,2,1,2,0
0,17,0,1,3,3,2,1,0,2,3,0
1,18,0,1,3,3,2,2,2,0,2,0
1,23,1,1,2,2,2,1,1,0,2,0
0,18,0,0,2,3,2,2,0,1,2,0
1,17,1,1,3,3,2,2,2,0,3,0
1,28,1,1,1,3,2,2,0,0,2,0
0,41,1,1,2,3,2,1,0,1,3,1
1,34,1,1,2,3,2,2,1,0,3,0
1,29,1,1,2,2,2,2,1,1,2,0
0,20,1,1,2,3,1,2,2,1,3,0
0,18,1,1,3,3,2,2,1,0,2,0
1,22,1,1,1,1,2,1,0,1,2,0
1,21,1,1,2,1,2,2,0,1,3,0
0,19,0,1,3,2,2,2,0,0,3,0
0,25,1,1,3,3,2,1,0,0,2,0
0,21,1,1,3,3,2,2,1,0,2,0
0,21,1,1,2,3,1,1,1,1,3,0
0,20,1,1,3,3,2,2,1,0,2,0
1,23,1,1,3,1,2,1,1,1,2,0
1,17,1,0,2,3,2,2,1,0,2,0
1,22,1,1,1,1,2,2,0,0,2,0
1,45,0,1,3,3,1,1,0,0,3,1
1,17,1,1,3,3,2,2,0,2,2,0
1,21,0,1,2,1,3,3,1,0,2,0
0,16,1,1,1,1,2,2,0,1,3,0
1,24,1,1,2,2,2,2,0,0,2,0
0,18,1,1,2,2,2,2,0,0,3,0
1,18,1,1,3,3,1,2,3,2,3,1
1,18,1,1,2,2,2,1,1,0,3,0
1,21,1,1,2,2,2,2,0,1,3,0
1,18,0,1,2,3,1,1,1,1,2,0
1,21,1,1,2,3,2,1,0,0,2,0
1,22,1,1,1,1,2,2,0,0,2,0
0,25,1,1,3,3,2,1,0,0,2,0
0,41,1,1,2,3,0,1,0,0,2,1
1,55,0,1,2,3,2,2,1,0,3,1
1,22,1,1,2,2,2,1,1,0,2,0
1,19,1,1,2,4,2,2,2,1,3,0
1,24,1,1,1,3,2,1,0,0,3,0
1,21,1,1,2,3,2,2,2,1,3,0
0,21,1,0,2,1,2,2,0,0,3,0
1,25,1,1,1,3,2,2,1,0,2,0
0,26,1,1,3,3,2,2,0,0,2,0
1,22,0,1,2,4,1,2,2,0,2,0
1,18,1,1,1,3,2,2,2,0,3,0
1,19,1,1,2,2,2,2,0,1,2,0
0,22,1,1,1,1,2,2,0,1,2,0
1,31,1,1,2,1,2,1,1,0,2,0
0,25,1,1,3,3,2,1,0,0,2,0
1,22,0,1,3,3,2,2,3,0,3,1
0,25,1,1,3,3,2,2,0,0,2,0
0,19,0,0,2,3,1,1,1,0,2,0
1,22,1,1,2,3,2,3,3,2,3,1
0,24,1,1,3,3,2,2,0,0,2,0
0,22,1,1,2,3,1,2,2,1,3,0
1,24,1,1,1,3,2,2,1,0,2,0
0,43,1,1,2,3,2,2,0,0,2,1
0,26,1,1,3,3,2,2,0,0,2,0
0,17,0,1,2,3,2,2,2,1,2,0
0,33,1,1,2,3,2,2,1,1,3,0
0,25,1,1,3,3,2,1,0,0,2,0
0,18,1,1,2,3,2,2,1,0,1,0
0,19,1,1,3,3,2,1,1,0,2,0
0,19,1,0,2,3,2,2,1,1,2,0
1,19,0,1,2,3,2,1,1,0,3,0
1,25,0,1,1,3,2,2,0,1,3,0
0,52,1,1,3,1,2,2,0,0,3,1
1,19,1,1,2,3,1,3,1,2,1,0
1,17,1,1,2,3,2,3,1,0,2,0
0,34,1,1,3,2,2,1,0,0,2,0
0,43,1,1,2,1,2,2,1,0,3,1
1,37,1,1,2,3,2,1,1,0,3,1
1,21,1,1,2,3,2,2,2,0,2,0
1,25,1,1,1,3,2,2,1,0,2,0
0,20,1,1,2,4,1,2,1,1,3,0
0,37,1,1,2,1,2,1,1,0,2,1
0,17,0,1,3,4,1,1,2,1,2,0
0,22,1,1,1,2,2,2,2,1,3,0
1,22,1,1,3,3,1,1,1,0,3,0
1,32,1,1,2,3,2,2,0,1,2,0
1,23,1,1,2,1,2,1,0,1,2,0
0,22,1,1,2,3,2,2,0,2,3,0
0,23,1,1,2,2,2,2,0,0,3,0
1,20,1,1,2,3,2,3,2,0,2,0
